scheme_name,min_sip,min_lumpsum,expense_ratio,fund_size_cr,fund_age_yr,fund_manager,sortino,alpha,std_dev,beta,sharpe,risk_level,amc_name,rating,category,sub_category,returns_1yr,returns_3yr,returns_5yr,composite_return,rari,net_return,fund_size_category,return_consistency,cluster,risk_cluster_label,investment_score,positive_1yr,rank_by_score,rank_by_return,rank_by_sharpe,is_top50
Sundaram Infrastructure Advantage Fund,100,100,1.87,594.0,10,Ashish Aggarwal,2.9,6.79,18.26,0.68,1.55,6,Sundaram Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,7.3,32.5,9.1,16.93,0.9271631982475356,15.06,Mid (500–5K Cr),59.43488361433078,0,📈 High Return / Moderate Risk,49.96,True,217,139,195,False
Sundaram Large and Mid Cap Fund,100,100,0.72,4885.0,10,Ravi Gopalakrishnan,3.07,1.94,16.28,0.93,1.43,6,Sundaram Mutual Fund,3,Equity,Large & Mid Cap Funds,-1.3,25.4,11.7,13.895,0.8535012285012284,13.175,Mid (500–5K Cr),60.14180378022398,0,📈 High Return / Moderate Risk,41.1,False,362,269,280,False
Sundaram Large Cap Fund,100,100,0.6,2855.0,2,Sudhir Kedia,3.64,-0.51,15.44,0.91,1.3,6,Sundaram Mutual Fund,5,Equity,Large Cap Mutual Funds,0.9,18.5,8.9,10.66,0.6904145077720207,10.06,Mid (500–5K Cr),64.681220155305,0,📈 High Return / Moderate Risk,42.67,True,332,428,387,False
Sundaram Liquid Fund,2000,1000,0.17,4169.0,10,Dwijendra Srivastava,4.89,1.36,0.38,0.74,0.98,2,Sundaram Mutual Fund,4,Debt,Liquid Mutual Funds,5.7,4.2,3.3,4.095000000000001,10.776315789473683,3.9250000000000007,Mid (500–5K Cr),72.28089746566455,1,⭐ High Return / Low Risk,32.45,True,597,806,584,False
Sundaram Low Duration Fund,2000,1000,0.33,433.0,10,Dwijendra Srivastava,3.93,1.44,4.28,-1.59,0.83,2,Sundaram Mutual Fund,2,Debt,Low Duration Funds,5.6,4.9,1.8,3.645,0.8516355140186915,3.315,Small (<500 Cr),71.47095818934709,1,⭐ High Return / Low Risk,27.6,True,728,808,649,False
Sundaram LT MC Tax Advantage Fund,0,500,1.22,27.0,6,Rohit Seksaria,3.85,13.85,20.25,0.98,1.82,6,Sundaram Mutual Fund,0,Equity,ELSS Mutual Funds,1.4,42.8,9.5,19.535,0.9646913580246912,18.315,Small (<500 Cr),51.55227562709091,0,📈 High Return / Moderate Risk,71.89,True,35,70,83,True
Sundaram LT MC Tax Advantage Fund,0,500,1.23,31.0,5,Rohit Seksaria,4.1,15.38,20.47,0.98,1.88,6,Sundaram Mutual Fund,0,Equity,ELSS Mutual Funds,3.8,44.8,9.8,20.85,1.0185637518319492,19.62,Small (<500 Cr),51.34986145730626,0,📈 High Return / Moderate Risk,75.55,True,20,40,60,True
Sundaram LT MC Tax Advantage Fund,0,500,1.26,62.0,6,Rohit Seksaria,3.89,13.76,19.92,0.95,1.81,6,Sundaram Mutual Fund,0,Equity,ELSS Mutual Funds,3.5,42.3,8.6,19.375,0.9726405622489958,18.114999999999995,Small (<500 Cr),52.40961103191019,0,📈 High Return / Moderate Risk,70.84,True,38,73,86,True
Sundaram LT Tax Advantage Fund,0,500,1.3,18.0,5,Rohit Seksaria,4.32,13.41,18.95,0.93,1.86,6,Sundaram Mutual Fund,0,Equity,ELSS Mutual Funds,5.4,46.9,8.9,21.5,1.134564643799472,20.2,Small (<500 Cr),50.47703445799495,0,📈 High Return / Moderate Risk,74.86,True,24,30,69,True
Sundaram LT Tax Advantage Fund,0,500,1.2,10.0,7,Rohit Seksaria,3.46,2.08,16.02,0.94,1.51,6,Sundaram Mutual Fund,0,Equity,ELSS Mutual Funds,4.0,29.2,12.5,16.645,1.0390137328339577,15.445,Small (<500 Cr),60.67290662099755,0,📈 High Return / Moderate Risk,52.1,True,190,151,221,False
Sundaram LT Tax Advantage Fund,0,500,1.01,16.0,8,Rohit Seksaria,3.5,2.52,16.1,0.94,1.53,6,Sundaram Mutual Fund,0,Equity,ELSS Mutual Funds,4.4,29.6,11.5,16.415,1.019565217391304,15.405,Small (<500 Cr),60.49936006911105,0,📈 High Return / Moderate Risk,54.56,True,158,158,207,False
Sundaram Medium Term Bond Fund,250,5000,1.11,45.0,10,Dwijendra Srivastava,0.08,-0.16,2.44,1.03,0.05,3,Sundaram Mutual Fund,2,Debt,Medium Duration Funds,2.5,5.0,5.3,4.635,1.899590163934426,3.5249999999999995,Small (<500 Cr),71.95601935661607,1,⭐ High Return / Low Risk,14.11,True,812,797,783,False
Sundaram Mid Cap Fund,100,100,1.04,7048.0,10,S Bharath,3.74,-1.14,16.07,0.87,1.53,6,Sundaram Mutual Fund,2,Equity,Mid Cap Mutual Funds,4.3,27.4,8.2,14.139999999999995,0.8799004355942749,13.099999999999998,Large (5K–20K Cr),61.127654723647794,0,📈 High Return / Moderate Risk,48.81,True,237,260,207,False
Sundaram Money Market Fund,1000,1000,0.22,64.0,5,Sandeep Agarwal,4.91,1.87,0.44,0.96,1.34,1,Sundaram Mutual Fund,3,Debt,Money Market Funds,5.4,4.7,8.9,6.73,15.295454545454549,6.510000000000001,Small (<500 Cr),71.24314785339773,1,⭐ High Return / Low Risk,38.53,True,417,575,359,False
Sundaram Multi Cap Fund,100,100,0.97,1795.0,10,Sudhir Kedia,3.06,2.11,15.69,0.9,1.48,6,Sundaram Mutual Fund,3,Equity,Multi Cap Funds,-2.2,28.1,11.0,14.345,0.91427660930529,13.374999999999998,Mid (500–5K Cr),58.30155894101527,0,📈 High Return / Moderate Risk,41.17,False,359,252,241,False
Sundaram Multi Cap Fund,0,5000,0.79,84.0,5,Rohit Seksaria,3.45,0.55,15.71,0.91,1.39,6,Sundaram Mutual Fund,0,Equity,Multi Cap Funds,1.5,25.0,8.9,13.055,0.8309993634627625,12.265,Small (<500 Cr),61.47792625466093,0,📈 High Return / Moderate Risk,48.63,True,240,314,318,False
Sundaram Multi Cap Fund,0,5000,0.79,143.0,5,Rohit Seksaria,3.46,0.55,15.69,0.91,1.39,6,Sundaram Mutual Fund,0,Equity,Multi Cap Funds,1.6,25.0,8.9,13.075,0.8333333333333333,12.285,Small (<500 Cr),61.52072540633339,0,📈 High Return / Moderate Risk,48.65,True,239,311,318,False
Sundaram Nifty 100 Equal Weight Fund,500,100,0.46,52.0,10,Rohit Seksaria,2.51,-0.45,16.99,0.98,1.27,6,Sundaram Mutual Fund,2,Other,Index Funds,-3.1,26.2,8.2,12.24,0.7204237786933491,11.78,Small (<500 Cr),58.71621107391939,0,📈 High Return / Moderate Risk,40.81,False,371,351,442,False
Sundaram Overnight Fund,1000,5000,0.07,1006.0,4,Sandeep Agarwal,-0.3,0.6,0.35,0.46,-0.05,2,Sundaram Mutual Fund,2,Debt,Overnight Mutual Funds,5.4,3.9,8.9,6.45,18.42857142857143,6.38,Mid (500–5K Cr),70.92753231123932,1,⭐ High Return / Low Risk,30.34,True,653,610,798,False
Sundaram Services Fund,750,100,0.93,2272.0,5,Rohit Seksaria,3.44,4.81,16.55,0.92,1.6,6,Sundaram Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,3.2,31.3,8.9,15.6,0.9425981873111784,14.670000000000002,Mid (500–5K Cr),58.63926512572773,0,📈 High Return / Moderate Risk,57.42,True,117,187,162,False
Sundaram Short Duration Fund,2000,5000,0.28,200.0,10,Dwijendra Srivastava,2.28,2.16,4.82,-1.49,0.86,2,Sundaram Mutual Fund,5,Debt,Short Duration Funds,4.8,6.4,4.8,5.359999999999999,1.1120331950207467,5.079999999999999,Small (<500 Cr),72.56957260025936,1,⭐ High Return / Low Risk,30.99,True,634,740,641,False
Sundaram Small Cap Fund,250,100,1.01,1962.0,10,Ravi Gopalakrishnan,3.47,6.06,18.08,0.83,1.88,6,Sundaram Mutual Fund,2,Equity,Small Cap Mutual Funds,1.6,44.9,9.3,20.22,1.1183628318584071,19.21,Mid (500–5K Cr),50.39376593545207,0,📈 High Return / Moderate Risk,73.08,True,32,55,60,True
Sundaram Tax Savings Fund,500,500,1.76,930.0,10,Sudhir Kedia,3.24,1.74,15.82,0.92,1.48,6,Sundaram Mutual Fund,3,Equity,ELSS Mutual Funds,1.2,27.7,9.9,14.39,0.9096080910240202,12.63,Mid (500–5K Cr),59.98543410724656,0,📈 High Return / Moderate Risk,42.52,True,337,249,241,False
Sundaram Ultra Short Duration Fund,2000,1000,0.17,1412.0,10,Sandeep Agarwal,4.75,2.16,0.46,0.99,1.85,3,Sundaram Mutual Fund,3,Debt,Ultra Short Duration Funds,5.7,4.7,4.5,4.8100000000000005,10.456521739130435,4.640000000000001,Mid (500–5K Cr),72.8504229802299,1,⭐ High Return / Low Risk,39.53,True,399,793,75,False
Tata Arbitrage Fund,150,5000,0.28,5925.0,4,Sailesh Jain,1.97,1.94,0.75,0.69,1.36,1,Tata Mutual Fund,5,Hybrid,Arbitrage Mutual Funds,5.7,5.0,8.9,6.895,9.193333333333332,6.614999999999999,Large (5K–20K Cr),71.41407034112933,1,⭐ High Return / Low Risk,36.78,True,456,559,344,False
Tata Balanced Advantage Fund,150,5000,0.28,6396.0,4,RahulSingh,4.01,3.8,8.5,0.57,1.69,4,Tata Mutual Fund,4,Hybrid,Dynamic Asset Allocation or Balanced Advantage,5.8,18.7,8.9,11.71,1.3776470588235292,11.43,Large (5K–20K Cr),66.75958716901242,0,📈 High Return / Moderate Risk,52.02,True,191,373,130,False
Tata Banking & Financial Services Fund,150,5000,0.59,1272.0,7,Sonam Udasi,2.2,1.61,21.31,0.81,1.0,6,Tata Mutual Fund,4,Equity,Sectoral / Thematic Mutual Funds,11.9,23.2,12.6,16.17,0.7587986860628814,15.580000000000002,Mid (500–5K Cr),67.16166658365206,0,📈 High Return / Moderate Risk,50.25,True,213,168,570,False
Tata Banking & PSU Debt Fund,150,5000,0.23,262.0,3,Amit Somani,1.68,4.51,2.28,1.85,0.89,2,Tata Mutual Fund,3,Debt,Banking and PSU Mutual Funds,4.0,6.9,8.9,7.22,3.166666666666667,6.989999999999999,Small (<500 Cr),71.02959603201178,1,⭐ High Return / Low Risk,35.45,True,491,533,631,False
Tata Digital India Fund,150,5000,0.31,6765.0,7,Meeta Shetty,2.29,6.11,22.78,0.92,1.37,6,Tata Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-16.0,39.0,22.1,20.395,0.8953028972783142,20.085,Large (5K–20K Cr),45.3205920685833,0,📈 High Return / Moderate Risk,58.5,False,112,49,339,False
Tata Equity P/E Fund,150,5000,0.91,5119.0,10,Sonam Udasi,3.31,3.51,14.91,0.86,1.54,6,Tata Mutual Fund,2,Equity,Value Funds,6.6,27.8,10.0,15.55,1.0429242119382964,14.64,Large (5K–20K Cr),62.10737676897053,0,📈 High Return / Moderate Risk,54.09,True,168,190,201,False
Tata Equity Saving Fund,150,5000,0.12,142.0,10,Sailesh Jain,3.37,2.17,5.15,0.81,1.54,4,Tata Mutual Fund,3,Hybrid,Equity Savings Mutual Funds,3.4,12.0,7.5,8.254999999999999,1.602912621359223,8.135,Small (<500 Cr),69.19178292276533,1,⭐ High Return / Low Risk,44.05,True,312,498,201,False
Tata Ethical Fund,150,5000,0.94,1501.0,10,Abhinav Sharma,2.75,4.88,14.48,0.74,1.53,6,Tata Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-1.6,27.9,13.1,15.339999999999998,1.05939226519337,14.4,Mid (500–5K Cr),58.74330478240224,0,📈 High Return / Moderate Risk,43.38,False,321,195,207,False
Tata Flexi Cap Fund,150,5000,0.77,2096.0,5,Sonam Udasi,2.58,-1.52,13.88,0.79,1.23,6,Tata Mutual Fund,2,Equity,Flexi Cap Funds,-2.5,21.3,8.9,10.96,0.7896253602305475,10.19,Mid (500–5K Cr),61.58983214536892,0,📈 High Return / Moderate Risk,33.78,False,553,421,471,False
Tata Floating Rate Fund,150,5000,0.3,225.0,2,Akhil Mittal,2.87,1.855,12.3,0.86,1.29,2,Tata Mutual Fund,4,Debt,Floater Mutual Funds,5.6,18.5,8.9,11.6,0.9430894308943087,11.3,Small (<500 Cr),66.79184065985616,0,📈 High Return / Moderate Risk,47.88,True,257,381,396,False
Tata Focused Equity Fund,150,5000,0.46,1212.0,3,Meeta Shetty,3.06,1.14,16.67,0.96,1.43,6,Tata Mutual Fund,3,Equity,Focused Funds,0.4,28.4,8.9,14.025,0.8413317336532692,13.564999999999998,Mid (500–5K Cr),59.13773017586352,0,📈 High Return / Moderate Risk,56.08,True,138,263,280,False
Tata Gilt Securities Fund,150,5000,0.9,256.0,10,Akhil Mittal,0.31,0.07,2.99,0.66,0.27,2,Tata Mutual Fund,2,Debt,Gilt Mutual Funds,5.2,4.8,6.9,5.825,1.9481605351170568,4.925,Small (<500 Cr),72.3782844520509,1,⭐ High Return / Low Risk,18.9,True,804,700,763,False
Tata Hybrid Equity Fund,150,5000,1.05,3166.0,10,Chandraprakash Padiyar,3.25,2.77,12.35,0.84,1.47,6,Tata Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,6.2,22.8,10.5,13.945,1.1291497975708502,12.895,Mid (500–5K Cr),64.87803655705466,0,📈 High Return / Moderate Risk,46.72,True,271,266,248,False
Tata India Consumer Fund,150,5000,0.91,1346.0,7,Sonam Udasi,2.78,1.38,13.88,0.73,1.31,6,Tata Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,2.8,23.0,10.6,13.38,0.9639769452449568,12.47,Mid (500–5K Cr),63.30641331333794,0,📈 High Return / Moderate Risk,46.09,True,282,292,375,False
Tata India Pharma & Healthcare Fund,150,5000,1.01,485.0,7,Meeta Shetty,2.41,2.68,18.72,0.86,1.0,6,Tata Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-8.1,21.7,14.8,12.634999999999998,0.6749465811965811,11.624999999999998,Small (<500 Cr),57.893867228143314,0,📈 High Return / Moderate Risk,33.5,False,563,340,570,False
Tata India Tax Savings Fund,500,500,0.76,3078.0,8,Tejas Gutka,3.36,0.43,16.24,0.94,1.39,6,Tata Mutual Fund,0,Equity,ELSS Mutual Funds,2.2,26.5,12.0,15.114999999999998,0.9307266009852216,14.355,Mid (500–5K Cr),61.26781327377725,0,📈 High Return / Moderate Risk,51.9,True,192,201,318,False
Tata Infrastructure Fund,150,5000,1.42,950.0,10,Abhinav Sharma,3.52,9.44,17.14,0.63,1.73,6,Tata Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,14.0,35.0,13.1,20.945,1.2219953325554258,19.525,Mid (500–5K Cr),61.10099668949752,0,📈 High Return / Moderate Risk,62.82,True,73,38,118,False
Tata Large & Mid Cap Fund,150,5000,0.89,3680.0,10,Chandraprakash Padiyar,3.47,2.58,16.57,0.94,1.46,6,Tata Mutual Fund,4,Equity,Large & Mid Cap Funds,8.8,33.5,14.0,19.785,1.1940253470126736,18.895,Mid (500–5K Cr),60.4716843898216,0,📈 High Return / Moderate Risk,61.37,True,84,64,260,False
Tata Large Cap Fund,150,5000,1.24,1365.0,10,Amey Sathe,3.05,0.45,16.0,0.94,1.35,6,Tata Mutual Fund,2,Equity,Large Cap Mutual Funds,1.8,25.7,11.3,14.44,0.9025,13.2,Mid (500–5K Cr),61.45990736188027,0,📈 High Return / Moderate Risk,45.26,True,300,245,353,False
Tata Liquid Fund,150,5000,0.21,18212.0,10,Amit Somani,4.25,1.42,0.38,0.8,0.93,2,Tata Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,4.4,5.3,5.045,13.276315789473683,4.835,Large (5K–20K Cr),72.86883323112292,1,⭐ High Return / Low Risk,33.4,True,567,773,611,False
Tata Mid Cap Growth Fund,150,5000,0.98,1759.0,10,Satish Chandra Mishra,3.3,0.16,15.94,0.87,1.61,6,Tata Mutual Fund,3,Equity,Mid Cap Mutual Funds,1.3,29.2,13.5,16.555,1.038582183186951,15.575,Mid (500–5K Cr),59.50679188122408,0,📈 High Return / Moderate Risk,54.16,True,167,155,153,False
Tata Money Market Fund,150,5000,0.17,8814.0,10,Amit Somani,4.59,2.92,0.65,1.18,2.05,3,Tata Mutual Fund,5,Debt,Money Market Funds,5.7,5.6,4.8,5.26,8.092307692307692,5.09,Large (5K–20K Cr),73.00004474473113,1,⭐ High Return / Low Risk,41.64,True,349,751,23,False
Tata Nifty 50 Index Fund,150,5000,0.16,369.0,10,Sonam Udasi,3.45,-0.56,16.49,0.98,1.31,6,Tata Mutual Fund,3,Other,Index Funds,1.0,25.6,12.0,14.56,0.8829593693147362,14.4,Small (<500 Cr),61.17045457934548,0,📈 High Return / Moderate Risk,56.2,True,136,238,375,False
Tata Overnight Fund,1000,5000,0.09,3236.0,4,Amit Somani,-1.59,0.47,0.35,0.43,-0.3,1,Tata Mutual Fund,3,Debt,Overnight Mutual Funds,5.4,3.9,8.9,6.45,18.42857142857143,6.36,Mid (500–5K Cr),70.92753231123932,1,⭐ High Return / Low Risk,29.8,True,672,610,810,False
Tata Resources & Energy Fund,150,5000,0.91,232.0,7,Satish Chandra Mishra,2.48,16.72,20.36,0.49,1.44,6,Tata Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-3.4,34.7,15.5,18.44,0.9056974459724952,17.53,Small (<500 Cr),54.44313618158611,0,📈 High Return / Moderate Risk,53.26,False,178,92,272,False
Tata Retirement Savings Fund,150,5000,0.68,1557.0,10,Murthy Nagarajan,2.23,0.12,4.71,0.72,1.12,6,Tata Mutual Fund,3,Solution Oriented,Retirement Funds,0.5,19.3,9.4,11.085,2.353503184713376,10.405,Mid (500–5K Cr),64.08890145147146,1,⭐ High Return / Low Risk,42.32,True,342,415,514,False
Tata Retirement Savings Fund,150,5000,0.67,1259.0,10,Murthy Nagarajan,2.6,0.52,11.95,0.79,1.26,6,Tata Mutual Fund,2,Solution Oriented,Retirement Funds,-0.7,33.7,11.3,16.740000000000002,1.4008368200836825,16.07,Mid (500–5K Cr),56.03328339376719,0,📈 High Return / Moderate Risk,47.08,False,266,145,452,False
Tata Retirement Savings Fund,150,5000,0.97,166.0,10,Murthy Nagarajan,2.45,-1.98,14.02,0.79,1.19,4,Tata Mutual Fund,2,Solution Oriented,Retirement Funds,2.1,9.5,7.1,6.94,0.4950071326676176,5.97,Small (<500 Cr),69.71797432835803,1,⭐ High Return / Low Risk,27.31,True,733,555,485,False
Tata S&P BSE Sensex Index Fund,150,5000,0.27,174.0,10,Sonam Udasi,3.2,-1.23,16.75,0.99,1.26,6,Tata Mutual Fund,4,Other,Index Funds,2.4,25.1,12.8,15.025000000000002,0.8970149253731344,14.755000000000004,Small (<500 Cr),62.13008818922265,0,📈 High Return / Moderate Risk,54.44,True,159,209,452,False
Tata Short Term Bond Fund,150,10000,0.37,2271.0,10,Murthy Nagarajan,1.88,4.74,1.87,2.16,0.99,2,Tata Mutual Fund,3,Debt,Short Duration Funds,4.7,6.6,5.8,5.859999999999999,3.133689839572192,5.489999999999999,Mid (500–5K Cr),72.53939382954582,1,⭐ High Return / Low Risk,33.23,True,575,694,576,False
Tata Small Cap Fund,150,5000,0.26,3300.0,4,Chandraprakash Padiyar,3.98,11.28,17.43,0.77,2.12,6,Tata Mutual Fund,4,Equity,Small Cap Mutual Funds,17.1,44.1,8.9,22.86,1.3115318416523236,22.6,Mid (500–5K Cr),55.07558796449674,0,📈 High Return / Moderate Risk,87.11,True,5,19,13,True
Tata Treasury Advantage Fund,150,5000,0.3,2602.0,10,Akhil Mittal,2.98,3.08,0.87,1.28,1.58,2,Tata Mutual Fund,3,Debt,Low Duration Funds,5.0,5.6,5.2,5.300000000000001,6.0919540229885065,5.000000000000001,Mid (500–5K Cr),73.18782798463236,1,⭐ High Return / Low Risk,36.69,True,457,746,175,False
Tata Ultra Short Term Fund,150,5000,0.25,1629.0,4,Akhil Mittal,4.14,2.45,0.48,1.1,2.03,2,Tata Mutual Fund,4,Debt,Ultra Short Duration Funds,5.5,5.1,8.9,6.89,14.354166666666666,6.64,Mid (500–5K Cr),71.40527172918065,1,⭐ High Return / Low Risk,43.24,True,324,562,26,False
Tata Young Citizens Fund,500,500,1.8,257.0,10,Amey Sathe,2.85,1.44,15.49,0.9,1.46,6,Tata Mutual Fund,0,Solution Oriented,Childrens Funds,1.5,27.3,10.3,14.490000000000002,0.935442220787605,12.69,Small (<500 Cr),60.37794766364193,0,📈 High Return / Moderate Risk,41.63,True,350,243,260,False
Taurus Banking & Financial Services-Direct Growth,1000,5000,1.66,8.91,10,Hardik Shah,2.12,-0.23,22.57,0.87,0.93,6,Taurus Mutual Fund,4,Equity,Sectoral / Thematic Mutual Funds,9.0,21.9,11.9,14.82,0.6566238369517058,13.16,Small (<500 Cr),66.72551703661618,0,📈 High Return / Moderate Risk,35.18,True,500,219,611,False
Taurus Discovery (Midcap) Fund,1000,5000,2.19,74.0,10,Hardik Shah,2.28,-5.29,17.41,0.93,1.27,6,Taurus Mutual Fund,3,Equity,Mid Cap Mutual Funds,3.6,26.4,10.9,14.864999999999998,0.8538196438828258,12.675,Small (<500 Cr),61.850166222343496,0,📈 High Return / Moderate Risk,35.63,True,487,218,442,False
Taurus Ethical Fund,1000,5000,1.18,84.0,10,Anuj Kapil,2.66,0.83,13.82,0.73,1.29,6,Taurus Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-3.5,22.3,11.4,12.235,0.8853111432706222,11.055,Small (<500 Cr),60.541756550343365,0,📈 High Return / Moderate Risk,32.97,False,583,352,396,False
Taurus Flexi Cap Fund,1000,5000,2.59,233.0,10,Ankit Tikmany,1.69,-4.83,16.22,0.91,1.02,6,Taurus Mutual Fund,1,Equity,Flexi Cap Funds,-4.1,20.2,5.4,8.68,0.5351418002466092,6.09,Small (<500 Cr),61.24738131893427,0,📈 High Return / Moderate Risk,19.17,False,800,492,559,False
Taurus Infrastructure Fund,1000,5000,2.02,5.12,10,Neha Raichura,2.68,3.64,16.22,0.56,1.32,6,Taurus Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,-0.7,25.3,8.9,12.72,0.784217016029593,10.7,Small (<500 Cr),60.34596320527773,0,📈 High Return / Moderate Risk,29.9,False,665,337,371,False
Taurus Largecap Equity Fund,1000,5000,0.44,30.0,10,Ankit Tikmany,1.64,-5.6,17.24,0.96,0.94,6,Taurus Mutual Fund,1,Equity,Large Cap Mutual Funds,-2.5,19.5,7.6,9.745,0.5652552204176334,9.305,Small (<500 Cr),62.4810671424183,0,📈 High Return / Moderate Risk,31.58,False,618,459,606,False
Taurus Nifty 50 Index Fund,1000,5000,0.44,2.38,10,Ramneek Kundra,3.29,-0.33,16.42,0.98,1.33,6,Taurus Mutual Fund,0,Other,Index Funds,1.2,25.8,12.3,14.805,0.9016443361753956,14.365,Small (<500 Cr),61.173836287994725,0,📈 High Return / Moderate Risk,53.8,True,174,220,365,False
Taurus Tax Shield – Direct Growth,500,500,1.73,59.0,10,Ramneek Kundra,2.62,2.15,13.7,0.76,1.47,6,Taurus Mutual Fund,3,Equity,ELSS Mutual Funds,6.8,24.4,10.6,14.669999999999998,1.070802919708029,12.939999999999998,Small (<500 Cr),64.23194364635457,0,📈 High Return / Moderate Risk,40.9,True,368,232,248,False
Templeton India Equity Income Fund,500,5000,1.3,1350.0,10,Anand Radhakrishnan,3.87,13.72,13.41,0.7,2.26,6,Franklin Templeton Mutual Fund,0,Equity,Dividend Yield Funds,8.3,37.7,14.5,21.380000000000003,1.5943325876211785,20.08,Mid (500–5K Cr),57.99580634657427,0,📈 High Return / Moderate Risk,71.48,True,36,33,5,True
Templeton India Value Fund,500,5000,0.91,845.0,10,Anand Radhakrishnan,3.73,10.68,18.7,0.98,1.76,6,Franklin Templeton Mutual Fund,3,Equity,Value Funds,13.1,39.4,12.3,21.945,1.173529411764706,21.035,Mid (500–5K Cr),58.07289205153548,0,📈 High Return / Moderate Risk,73.17,True,31,25,103,True
TRUSTMF Banking & PSU Debt Fund,1000,1000,0.21,345.0,2,Anand Nevatia,2.87,1.855,12.3,0.86,1.29,3,Trust Mutual Fund,2,Debt,Banking and PSU Mutual Funds,3.0,18.5,8.9,11.079999999999998,0.9008130081300812,10.869999999999996,Small (<500 Cr),65.67007710179021,0,📈 High Return / Moderate Risk,48.36,True,245,416,396,False
TRUSTMF Liquid Fund,1000,1000,0.1,205.0,2,Anand Nevatia,2.87,1.855,12.3,0.86,1.29,2,Trust Mutual Fund,2,Debt,Liquid Mutual Funds,5.6,18.5,8.9,11.6,0.9430894308943087,11.5,Small (<500 Cr),66.79184065985616,0,📈 High Return / Moderate Risk,50.04,True,214,381,396,False
TRUSTMF Short Term Fund,1000,1000,0.23,94.0,2,Anand Nevatia,2.87,1.855,12.3,0.86,1.29,2,Trust Mutual Fund,2,Debt,Short Duration Funds,4.2,18.5,8.9,11.32,0.9203252032520324,11.09,Small (<500 Cr),66.20475749569297,0,📈 High Return / Moderate Risk,48.37,True,244,402,396,False
Union Arbitrage Fund,500,1000,0.44,72.0,4,Vishal Thakker,0.98,1.51,0.73,0.79,0.63,1,Union Mutual Fund,3,Hybrid,Arbitrage Mutual Funds,5.0,4.4,8.9,6.545,8.965753424657535,6.105,Small (<500 Cr),71.04997468638864,1,⭐ High Return / Low Risk,29.19,True,687,595,697,False
Union Balanced Advantage Fund,500,1000,0.94,1679.0,5,Parijat Agrawal,4.24,1.73,9.99,0.64,1.36,3,Union Mutual Fund,3,Hybrid,Dynamic Asset Allocation or Balanced Advantage,3.6,18.3,10.2,11.715,1.1726726726726726,10.775,Mid (500–5K Cr),66.13058897728277,0,📈 High Return / Moderate Risk,41.41,True,354,372,344,False
Union Corporate Bond Fund,1000,1000,0.45,390.0,5,Parijat Agrawal,1.07,1.1,2.21,0.85,0.6,2,Union Mutual Fund,2,Debt,Corporate Bond Mutual Funds,3.1,6.2,8.9,6.795,3.074660633484163,6.345,Small (<500 Cr),70.59103509082406,1,⭐ High Return / Low Risk,28.63,True,700,569,700,False
Union Dynamic Bond Fund,1000,1000,1.29,92.0,10,Parijat Agrawal,0.05,-0.29,2.89,1.41,0.04,3,Union Mutual Fund,1,Debt,Dynamic Bond,2.6,4.7,6.0,4.865,1.6833910034602075,3.575,Small (<500 Cr),71.77771846663505,1,⭐ High Return / Low Risk,11.98,True,814,790,785,False
Union Equity Savings Fund,500,1000,1.47,133.0,5,Sanjay Bembalkar,3.0,0.32,5.85,0.91,1.17,3,Union Mutual Fund,2,Hybrid,Equity Savings Mutual Funds,2.0,10.8,8.9,8.184999999999999,1.399145299145299,6.714999999999999,Small (<500 Cr),68.86263833865866,1,⭐ High Return / Low Risk,25.19,True,757,500,498,False
Union Flexi Cap Fund,500,1000,1.06,1337.0,10,Sanjay Bembalkar,3.37,1.28,16.05,0.92,1.43,6,Union Mutual Fund,4,Equity,Flexi Cap Funds,0.6,27.7,12.9,15.619999999999996,0.9732087227414328,14.559999999999995,Mid (500–5K Cr),59.92412769928127,0,📈 High Return / Moderate Risk,50.67,True,210,186,280,False
